NodeId:45	0.20901204969518325,0.24718789031937072,18,53,58,83,86,90
NodeId:46	0.11164041404897843,0.13193242570478572,78
NodeId:47	0.0589461308542468,0.06951507658710047,5,14,52,70,73
NodeId:48	0.0015000000000000002,0.0015000000000000002,18,39,61,79,89
NodeId:49	0.1671132171756375,0.19764208066543149,2,29,31,39,84
NodeId:5	0.049230404546908975,0.0579428053489242,2,9,24,50,61,81,98
NodeId:50	0.11085706959072161,0.13099632954723756,0,20,46,68
NodeId:51	0.12902206085243242,0.15251671796571778,38,45,61,71
NodeId:52	0.1094938121472331,0.12933555591024726,27,31,64,91
NodeId:53	0.07374640827614913,0.08703985742253417,2,13,65,78,95
NodeId:54	0.08261412370641928,0.09747506038917321,12,69,77
NodeId:55	0.0870587628486756,0.10280987392137848,10,19,22,25,51,58,62
NodeId:56	0.06508635549464051,0.07679849309196429,29,36,80,96,98
NodeId:57	0.11176885986921065,0.13209071187900567,86,94,96,98
NodeId:58	0.11579538202009226,0.13682588226439843,16,38,71,73,78
NodeId:59	0.05687894663190767,0.06706129702141943,10,24,69,92
NodeId:6	0.0864405023505999,0.10202823815182539,15,22,58,80
NodeId:60	0.06774948970353713,0.07996300093340201,14,49,53,56,65
NodeId:61	0.08825903465271735,0.10415168792460812,6,9,18,20,99
NodeId:62	0.14116676375315232,0.16686007881108936,11,22,33,91
NodeId:63	0.25172463240171633,0.2977248656828228,3,64,65,72
NodeId:64	0.13956886833581347,0.1649816076799248,3,27,28,31,33,39,78
NodeId:65	0.13491217818055964,0.15945038486658483,27,88
NodeId:66	0.1332376608468301,0.15742607824404234,8,19,72,81,83,98
NodeId:67	0.0874739249164461,0.1032732149133419,2,26,30,31,32,45
NodeId:68	0.12448227868178567,0.1471757298841854,1,6,19,28,40,81,85
NodeId:69	0.11449373377623517,0.13523652140295647,12,22,42,46,55,72,88
NodeId:7	0.14170917178214923,0.16757465523341353,12,21,38,57,93
NodeId:70	0.17617123903717863,0.2084036521662243,20,63,99
NodeId:71	0.2275221403861204,0.2692088441110389,15,16,45,84,97
NodeId:72	0.2917364432778182,0.3452440277947316,10,49,51,92,93,95
NodeId:73	0.060481762999129246,0.07129009800395962,41,50,51,84,92
NodeId:74	0.04544918508867334,0.05351092460720836,35,54,84
NodeId:75	0.04778803869778364,0.05632366025139987,29,34,37,51,54,65,85,91
NodeId:76	0.12898658856925738,0.15255656278399368,9
NodeId:77	0.07640169383337848,0.09016225614248861,0,5,32,37,40,41,44,69,79,83,85,86,87
NodeId:78	0.2383355884432556,0.2818584065889155,13,19,34,82
NodeId:79	0.1333637770541575,0.15763893491137781,0,26,43,74,90
NodeId:8	0.029998224783747505,0.035205368564719376,13,41,59,87
NodeId:80	0.16518523931155965,0.19528840658726124,31,79
NodeId:81	0.06743308111529545,0.07950882961963258,5,21,26,78,93,96
NodeId:82	0.09310112905763349,0.11007502939652546,2,23,24,32,52,53
NodeId:83	0.1809477180307813,0.21397918149638606,1,4,10,18,27,29,70
NodeId:84	0.1462295999226259,0.17285479391591027,9,21
NodeId:85	0.09049178755128229,0.10685969957886543,32,54,57,64,69,90,99
NodeId:86	0.19532243941616168,0.2310537578814024,11,60,71,95
NodeId:87	0.04954547710570034,0.05831714854125337,8,19,20,27,30,47,54,63
NodeId:88	0.18915562643549516,0.22380859522933375,21,26,44,50,55,82
NodeId:89	0.0678841132874147,0.08006691429374442,16,32,35,38,40,57,58
NodeId:9	0.24836448528783128,0.2938338456450817,33,39,41,43,51,69,80
NodeId:90	0.1282658250617528,0.15162225948810468,1,26,52,93,96
NodeId:91	0.09330335359473439,0.11014001563046186,12,24,66,81,95
NodeId:92	0.23505831313051448,0.27803734962352533,22,34,39,57
NodeId:93	0.13492321745160082,0.15952390840694888,15,43,66,75
NodeId:94	0.14872038287306702,0.17585922577086277,4,17,20,90
NodeId:95	0.2057887986410716,0.24345325945474397,76,88
NodeId:96	0.10250785208945092,0.12106281990874672,12,13,24,31,60,74
NodeId:97	0.1593066202185203,0.18847565216059975,37,50,62,89
NodeId:98	0.14939443356878196,0.17650697622809242,5,13,15,28,49,66,92,94
NodeId:99	0.1602144742834971,0.18932096935719045,1,83
