69	12,22,42,46,55,72,88

69	r1.0

7	12,21,38,57,93

7	r1.0

70	20,63,99

70	r1.0

71	15,16,45,84,97

71	r1.0

72	10,49,51,92,93,95

72	r1.0

73	41,50,51,84,92

73	r1.0

74	35,54,84

74	r1.0

75	29,34,37,51,54,65,85,91

75	r1.0

76	r1.0

76	0,5,32,37,40,41,44,69,79,83,85,86,87

77	r1.0

78	13,19,34,82

78	r1.0

78	0,26,43,74,90

79	r1.0

8	13,41,59,87

8	r1.0

80	31,79

80	r1.0

81	5,21,26,78,93,96

81	r1.0

82	2,23,24,32,52,53

82	r1.0

83	1,4,10,18,27,29,70

83	r1.0

84	9,21

84	r1.0

85	32,54,57,64,69,90,99

85	r1.0

86	11,60,71,95

86	r1.0

87	8,19,20,27,30,47,54,63

87	r1.0

88	21,26,44,50,55,82

88	r1.0

89	16,32,35,38,40,57,58

89	r1.0

9	33,39,41,43,51,69,80

9	r1.0

90	1,26,52,93,96

90	r1.0

91	12,24,66,81,95

91	r1.0

92	22,34,39,57

92	r1.0

93	15,43,66,75

93	r1.0

94	4,17,20,90

94	r1.0

95	76,88

95	r1.0

96	12,13,24,31,60,74

96	r1.0

97	37,50,62,89

97	r1.0

98	5,13,15,28,49,66,92,94

98	r1.0

99	1,83

99	r1.0

0	0.5964999999999999
1	1.0518571428571428
10	0.7199523809523809
11	0.4265
12	1.1004285714285713
13	0.8444166666666666
14	0.3415
15	1.12775
16	0.46292857142857147
17	0.49733333333333324
18	1.1085238095238095
19	0.7047738095238094
2	1.0650119047619049
20	1.0923333333333332
21	2.1076111111111113
22	0.8818571428571427
23	0.5256666666666666
24	1.2171349206349207
25	54.2962619047619
26	0.7664999999999998
27	1.264357142857143
28	0.8059642857142856
29	0.6754285714285714
3	0.44167857142857136
30	0.8514999999999999
31	1.9787619047619045
32	0.9755750915750915
33	0.7968571428571428
34	0.6389999999999999
35	0.5762619047619048
36	0.78775
37	1.2639679487179487
38	1.2218571428571428
39	1.0731071428571428
4	0.5715396825396825
40	0.6436703296703296
41	0.9603965201465201
42	0.5479285714285713
43	0.6754285714285714
44	0.591051282051282
45	1.5031666666666665
46	66.95417857142856
47	0.384
48	0.0015000000000000002
49	0.859595238095238
5	0.48480128205128203
50	0.7685238095238094
51	0.783702380952381
52	0.9081666666666666
53	0.5610833333333332
54	0.7250119047619046
55	0.5074523809523809
56	0.47844444444444445
57	0.6268571428571428
58	0.8110238095238094
59	0.4265
6	0.6622738095238093
60	0.35566666666666663
61	0.8241785714285713
62	0.9304285714285715
63	1.772333333333333
64	0.8666785714285713
65	0.9365
66	1.0215
67	0.6929682539682539
68	0.6909444444444444
69	0.9118250915750915
7	0.8514999999999999
70	0.9516785714285714
71	1.29775
72	1.6741785714285713
73	0.5539999999999999
74	0.3131666666666667
75	0.32025
76	8.2465
77	0.6035833333333332
78	1.8087619047619048
79	0.9381346153846154
8	0.24941666666666662
80	1.2373730158730158
81	0.5560238095238094
82	0.35566666666666663
83	1.0514679487179488
84	1.0781666666666667
85	0.5222417582417582
86	1.3229957264957266
87	0.4918846153846153
88	0.9729285714285713
89	0.6754285714285714
9	1.689357142857143
90	0.7415396825396825
91	0.74525
92	1.6094166666666667
93	0.7462619047619047
94	0.8666785714285713
95	1.149
96	0.9081666666666666
97	0.724
98	1.2218571428571428
99	1.3837619047619047
